item,stim_classname,directness,condition,context,target,subject1,subject2,object1
82,helping_hindering,indirect,incongruent,Charlie and Barack Obama are playing a game which requires them to score a goal while avoiding daxes. Charlie is hindering Barack Obama in this game.,Charlie is removing the daxes from Barack Obama's way.,Charlie,Barack Obama,daxes
83,helping_hindering,indirect,congruent,Charlie and Barack Obama are playing a game which requires them to score a goal while avoiding blickets. Charlie is helping Barack Obama in this game.,Charlie is removing the blickets from Barack Obama's way.,Charlie,Barack Obama,blickets
83,helping_hindering,indirect,congruent,Charlie and Barack Obama are playing a game which requires them to score a goal while avoiding blickets. Charlie is hindering Barack Obama in this game.,Charlie is placing the blickets in Barack Obama’s way.,Charlie,Barack Obama,blickets
83,helping_hindering,indirect,incongruent,Charlie and Barack Obama are playing a game which requires them to score a goal while avoiding blickets. Charlie is helping Barack Obama in this game.,Charlie is placing the blickets in Barack Obama’s way.,Charlie,Barack Obama,blickets
83,helping_hindering,indirect,incongruent,Charlie and Barack Obama are playing a game which requires them to score a goal while avoiding blickets. Charlie is hindering Barack Obama in this game.,Charlie is removing the blickets from Barack Obama's way.,Charlie,Barack Obama,blickets
84,helping_hindering,indirect,congruent,Charlie and Donald Trump are playing a game which requires them to score a goal while avoiding obstacles. Charlie is helping Donald Trump in this game.,Charlie is removing the obstacles from Donald Trump's way.,Charlie,Donald Trump,obstacles
84,helping_hindering,indirect,congruent,Charlie and Donald Trump are playing a game which requires them to score a goal while avoiding obstacles. Charlie is hindering Donald Trump in this game.,Charlie is placing the obstacles in Donald Trump’s way.,Charlie,Donald Trump,obstacles
84,helping_hindering,indirect,incongruent,Charlie and Donald Trump are playing a game which requires them to score a goal while avoiding obstacles. Charlie is helping Donald Trump in this game.,Charlie is placing the obstacles in Donald Trump’s way.,Charlie,Donald Trump,obstacles
84,helping_hindering,indirect,incongruent,Charlie and Donald Trump are playing a game which requires them to score a goal while avoiding obstacles. Charlie is hindering Donald Trump in this game.,Charlie is removing the obstacles from Donald Trump's way.,Charlie,Donald Trump,obstacles
85,helping_hindering,indirect,congruent,Charlie and Donald Trump are playing a game which requires them to score a goal while avoiding objects. Charlie is helping Donald Trump in this game.,Charlie is removing the objects from Donald Trump's way.,Charlie,Donald Trump,objects
85,helping_hindering,indirect,congruent,Charlie and Donald Trump are playing a game which requires them to score a goal while avoiding objects. Charlie is hindering Donald Trump in this game.,Charlie is placing the objects in Donald Trump’s way.,Charlie,Donald Trump,objects
85,helping_hindering,indirect,incongruent,Charlie and Donald Trump are playing a game which requires them to score a goal while avoiding objects. Charlie is helping Donald Trump in this game.,Charlie is placing the objects in Donald Trump’s way.,Charlie,Donald Trump,objects
85,helping_hindering,indirect,incongruent,Charlie and Donald Trump are playing a game which requires them to score a goal while avoiding objects. Charlie is hindering Donald Trump in this game.,Charlie is removing the objects from Donald Trump's way.,Charlie,Donald Trump,objects
86,helping_hindering,indirect,congruent,Charlie and Donald Trump are playing a game which requires them to score a goal while avoiding blocks. Charlie is helping Donald Trump in this game.,Charlie is removing the blocks from Donald Trump's way.,Charlie,Donald Trump,blocks
86,helping_hindering,indirect,congruent,Charlie and Donald Trump are playing a game which requires them to score a goal while avoiding blocks. Charlie is hindering Donald Trump in this game.,Charlie is placing the blocks in Donald Trump’s way.,Charlie,Donald Trump,blocks
86,helping_hindering,indirect,incongruent,Charlie and Donald Trump are playing a game which requires them to score a goal while avoiding blocks. Charlie is helping Donald Trump in this game.,Charlie is placing the blocks in Donald Trump’s way.,Charlie,Donald Trump,blocks
86,helping_hindering,indirect,incongruent,Charlie and Donald Trump are playing a game which requires them to score a goal while avoiding blocks. Charlie is hindering Donald Trump in this game.,Charlie is removing the blocks from Donald Trump's way.,Charlie,Donald Trump,blocks
87,helping_hindering,indirect,congruent,Charlie and Donald Trump are playing a game which requires them to score a goal while avoiding cubes. Charlie is helping Donald Trump in this game.,Charlie is removing the cubes from Donald Trump's way.,Charlie,Donald Trump,cubes
87,helping_hindering,indirect,congruent,Charlie and Donald Trump are playing a game which requires them to score a goal while avoiding cubes. Charlie is hindering Donald Trump in this game.,Charlie is placing the cubes in Donald Trump’s way.,Charlie,Donald Trump,cubes
87,helping_hindering,indirect,incongruent,Charlie and Donald Trump are playing a game which requires them to score a goal while avoiding cubes. Charlie is helping Donald Trump in this game.,Charlie is placing the cubes in Donald Trump’s way.,Charlie,Donald Trump,cubes
87,helping_hindering,indirect,incongruent,Charlie and Donald Trump are playing a game which requires them to score a goal while avoiding cubes. Charlie is hindering Donald Trump in this game.,Charlie is removing the cubes from Donald Trump's way.,Charlie,Donald Trump,cubes
88,helping_hindering,indirect,congruent,Charlie and Donald Trump are playing a game which requires them to score a goal while avoiding spikes. Charlie is helping Donald Trump in this game.,Charlie is removing the spikes from Donald Trump's way.,Charlie,Donald Trump,spikes
88,helping_hindering,indirect,congruent,Charlie and Donald Trump are playing a game which requires them to score a goal while avoiding spikes. Charlie is hindering Donald Trump in this game.,Charlie is placing the spikes in Donald Trump’s way.,Charlie,Donald Trump,spikes
88,helping_hindering,indirect,incongruent,Charlie and Donald Trump are playing a game which requires them to score a goal while avoiding spikes. Charlie is helping Donald Trump in this game.,Charlie is placing the spikes in Donald Trump’s way.,Charlie,Donald Trump,spikes
88,helping_hindering,indirect,incongruent,Charlie and Donald Trump are playing a game which requires them to score a goal while avoiding spikes. Charlie is hindering Donald Trump in this game.,Charlie is removing the spikes from Donald Trump's way.,Charlie,Donald Trump,spikes
89,helping_hindering,indirect,congruent,Charlie and Donald Trump are playing a game which requires them to score a goal while avoiding daxes. Charlie is helping Donald Trump in this game.,Charlie is removing the daxes from Donald Trump's way.,Charlie,Donald Trump,daxes
89,helping_hindering,indirect,congruent,Charlie and Donald Trump are playing a game which requires them to score a goal while avoiding daxes. Charlie is hindering Donald Trump in this game.,Charlie is placing the daxes in Donald Trump’s way.,Charlie,Donald Trump,daxes
89,helping_hindering,indirect,incongruent,Charlie and Donald Trump are playing a game which requires them to score a goal while avoiding daxes. Charlie is helping Donald Trump in this game.,Charlie is placing the daxes in Donald Trump’s way.,Charlie,Donald Trump,daxes
89,helping_hindering,indirect,incongruent,Charlie and Donald Trump are playing a game which requires them to score a goal while avoiding daxes. Charlie is hindering Donald Trump in this game.,Charlie is removing the daxes from Donald Trump's way.,Charlie,Donald Trump,daxes
90,helping_hindering,indirect,congruent,Charlie and Donald Trump are playing a game which requires them to score a goal while avoiding blickets. Charlie is helping Donald Trump in this game.,Charlie is removing the blickets from Donald Trump's way.,Charlie,Donald Trump,blickets
90,helping_hindering,indirect,congruent,Charlie and Donald Trump are playing a game which requires them to score a goal while avoiding blickets. Charlie is hindering Donald Trump in this game.,Charlie is placing the blickets in Donald Trump’s way.,Charlie,Donald Trump,blickets
90,helping_hindering,indirect,incongruent,Charlie and Donald Trump are playing a game which requires them to score a goal while avoiding blickets. Charlie is helping Donald Trump in this game.,Charlie is placing the blickets in Donald Trump’s way.,Charlie,Donald Trump,blickets
90,helping_hindering,indirect,incongruent,Charlie and Donald Trump are playing a game which requires them to score a goal while avoiding blickets. Charlie is hindering Donald Trump in this game.,Charlie is removing the blickets from Donald Trump's way.,Charlie,Donald Trump,blickets
91,helping_hindering,indirect,congruent,Charlie and Mom are playing a game which requires them to score a goal while avoiding obstacles. Charlie is helping Mom in this game.,Charlie is removing the obstacles from Mom's way.,Charlie,Mom,obstacles
91,helping_hindering,indirect,congruent,Charlie and Mom are playing a game which requires them to score a goal while avoiding obstacles. Charlie is hindering Mom in this game.,Charlie is placing the obstacles in Mom’s way.,Charlie,Mom,obstacles
91,helping_hindering,indirect,incongruent,Charlie and Mom are playing a game which requires them to score a goal while avoiding obstacles. Charlie is helping Mom in this game.,Charlie is placing the obstacles in Mom’s way.,Charlie,Mom,obstacles
91,helping_hindering,indirect,incongruent,Charlie and Mom are playing a game which requires them to score a goal while avoiding obstacles. Charlie is hindering Mom in this game.,Charlie is removing the obstacles from Mom's way.,Charlie,Mom,obstacles
92,helping_hindering,indirect,congruent,Charlie and Mom are playing a game which requires them to score a goal while avoiding objects. Charlie is helping Mom in this game.,Charlie is removing the objects from Mom's way.,Charlie,Mom,objects
92,helping_hindering,indirect,congruent,Charlie and Mom are playing a game which requires them to score a goal while avoiding objects. Charlie is hindering Mom in this game.,Charlie is placing the objects in Mom’s way.,Charlie,Mom,objects
92,helping_hindering,indirect,incongruent,Charlie and Mom are playing a game which requires them to score a goal while avoiding objects. Charlie is helping Mom in this game.,Charlie is placing the objects in Mom’s way.,Charlie,Mom,objects
92,helping_hindering,indirect,incongruent,Charlie and Mom are playing a game which requires them to score a goal while avoiding objects. Charlie is hindering Mom in this game.,Charlie is removing the objects from Mom's way.,Charlie,Mom,objects
93,helping_hindering,indirect,congruent,Charlie and Mom are playing a game which requires them to score a goal while avoiding blocks. Charlie is helping Mom in this game.,Charlie is removing the blocks from Mom's way.,Charlie,Mom,blocks
93,helping_hindering,indirect,congruent,Charlie and Mom are playing a game which requires them to score a goal while avoiding blocks. Charlie is hindering Mom in this game.,Charlie is placing the blocks in Mom’s way.,Charlie,Mom,blocks
93,helping_hindering,indirect,incongruent,Charlie and Mom are playing a game which requires them to score a goal while avoiding blocks. Charlie is helping Mom in this game.,Charlie is placing the blocks in Mom’s way.,Charlie,Mom,blocks
93,helping_hindering,indirect,incongruent,Charlie and Mom are playing a game which requires them to score a goal while avoiding blocks. Charlie is hindering Mom in this game.,Charlie is removing the blocks from Mom's way.,Charlie,Mom,blocks
94,helping_hindering,indirect,congruent,Charlie and Mom are playing a game which requires them to score a goal while avoiding cubes. Charlie is helping Mom in this game.,Charlie is removing the cubes from Mom's way.,Charlie,Mom,cubes
94,helping_hindering,indirect,congruent,Charlie and Mom are playing a game which requires them to score a goal while avoiding cubes. Charlie is hindering Mom in this game.,Charlie is placing the cubes in Mom’s way.,Charlie,Mom,cubes
94,helping_hindering,indirect,incongruent,Charlie and Mom are playing a game which requires them to score a goal while avoiding cubes. Charlie is helping Mom in this game.,Charlie is placing the cubes in Mom’s way.,Charlie,Mom,cubes
94,helping_hindering,indirect,incongruent,Charlie and Mom are playing a game which requires them to score a goal while avoiding cubes. Charlie is hindering Mom in this game.,Charlie is removing the cubes from Mom's way.,Charlie,Mom,cubes
95,helping_hindering,indirect,congruent,Charlie and Mom are playing a game which requires them to score a goal while avoiding spikes. Charlie is helping Mom in this game.,Charlie is removing the spikes from Mom's way.,Charlie,Mom,spikes
95,helping_hindering,indirect,congruent,Charlie and Mom are playing a game which requires them to score a goal while avoiding spikes. Charlie is hindering Mom in this game.,Charlie is placing the spikes in Mom’s way.,Charlie,Mom,spikes
95,helping_hindering,indirect,incongruent,Charlie and Mom are playing a game which requires them to score a goal while avoiding spikes. Charlie is helping Mom in this game.,Charlie is placing the spikes in Mom’s way.,Charlie,Mom,spikes
95,helping_hindering,indirect,incongruent,Charlie and Mom are playing a game which requires them to score a goal while avoiding spikes. Charlie is hindering Mom in this game.,Charlie is removing the spikes from Mom's way.,Charlie,Mom,spikes
96,helping_hindering,indirect,congruent,Charlie and Mom are playing a game which requires them to score a goal while avoiding daxes. Charlie is helping Mom in this game.,Charlie is removing the daxes from Mom's way.,Charlie,Mom,daxes
96,helping_hindering,indirect,congruent,Charlie and Mom are playing a game which requires them to score a goal while avoiding daxes. Charlie is hindering Mom in this game.,Charlie is placing the daxes in Mom’s way.,Charlie,Mom,daxes
96,helping_hindering,indirect,incongruent,Charlie and Mom are playing a game which requires them to score a goal while avoiding daxes. Charlie is helping Mom in this game.,Charlie is placing the daxes in Mom’s way.,Charlie,Mom,daxes
96,helping_hindering,indirect,incongruent,Charlie and Mom are playing a game which requires them to score a goal while avoiding daxes. Charlie is hindering Mom in this game.,Charlie is removing the daxes from Mom's way.,Charlie,Mom,daxes
97,helping_hindering,indirect,congruent,Charlie and Mom are playing a game which requires them to score a goal while avoiding blickets. Charlie is helping Mom in this game.,Charlie is removing the blickets from Mom's way.,Charlie,Mom,blickets
97,helping_hindering,indirect,congruent,Charlie and Mom are playing a game which requires them to score a goal while avoiding blickets. Charlie is hindering Mom in this game.,Charlie is placing the blickets in Mom’s way.,Charlie,Mom,blickets
97,helping_hindering,indirect,incongruent,Charlie and Mom are playing a game which requires them to score a goal while avoiding blickets. Charlie is helping Mom in this game.,Charlie is placing the blickets in Mom’s way.,Charlie,Mom,blickets
97,helping_hindering,indirect,incongruent,Charlie and Mom are playing a game which requires them to score a goal while avoiding blickets. Charlie is hindering Mom in this game.,Charlie is removing the blickets from Mom's way.,Charlie,Mom,blickets
98,helping_hindering,indirect,congruent,Charlie and Dad are playing a game which requires them to score a goal while avoiding obstacles. Charlie is helping Dad in this game.,Charlie is removing the obstacles from Dad's way.,Charlie,Dad,obstacles
98,helping_hindering,indirect,congruent,Charlie and Dad are playing a game which requires them to score a goal while avoiding obstacles. Charlie is hindering Dad in this game.,Charlie is placing the obstacles in Dad’s way.,Charlie,Dad,obstacles
98,helping_hindering,indirect,incongruent,Charlie and Dad are playing a game which requires them to score a goal while avoiding obstacles. Charlie is helping Dad in this game.,Charlie is placing the obstacles in Dad’s way.,Charlie,Dad,obstacles
98,helping_hindering,indirect,incongruent,Charlie and Dad are playing a game which requires them to score a goal while avoiding obstacles. Charlie is hindering Dad in this game.,Charlie is removing the obstacles from Dad's way.,Charlie,Dad,obstacles
99,helping_hindering,indirect,congruent,Charlie and Dad are playing a game which requires them to score a goal while avoiding objects. Charlie is helping Dad in this game.,Charlie is removing the objects from Dad's way.,Charlie,Dad,objects
99,helping_hindering,indirect,congruent,Charlie and Dad are playing a game which requires them to score a goal while avoiding objects. Charlie is hindering Dad in this game.,Charlie is placing the objects in Dad’s way.,Charlie,Dad,objects
99,helping_hindering,indirect,incongruent,Charlie and Dad are playing a game which requires them to score a goal while avoiding objects. Charlie is helping Dad in this game.,Charlie is placing the objects in Dad’s way.,Charlie,Dad,objects
99,helping_hindering,indirect,incongruent,Charlie and Dad are playing a game which requires them to score a goal while avoiding objects. Charlie is hindering Dad in this game.,Charlie is removing the objects from Dad's way.,Charlie,Dad,objects
100,helping_hindering,indirect,congruent,Charlie and Dad are playing a game which requires them to score a goal while avoiding blocks. Charlie is helping Dad in this game.,Charlie is removing the blocks from Dad's way.,Charlie,Dad,blocks
100,helping_hindering,indirect,congruent,Charlie and Dad are playing a game which requires them to score a goal while avoiding blocks. Charlie is hindering Dad in this game.,Charlie is placing the blocks in Dad’s way.,Charlie,Dad,blocks
100,helping_hindering,indirect,incongruent,Charlie and Dad are playing a game which requires them to score a goal while avoiding blocks. Charlie is helping Dad in this game.,Charlie is placing the blocks in Dad’s way.,Charlie,Dad,blocks
100,helping_hindering,indirect,incongruent,Charlie and Dad are playing a game which requires them to score a goal while avoiding blocks. Charlie is hindering Dad in this game.,Charlie is removing the blocks from Dad's way.,Charlie,Dad,blocks
101,helping_hindering,indirect,congruent,Charlie and Dad are playing a game which requires them to score a goal while avoiding cubes. Charlie is helping Dad in this game.,Charlie is removing the cubes from Dad's way.,Charlie,Dad,cubes
101,helping_hindering,indirect,congruent,Charlie and Dad are playing a game which requires them to score a goal while avoiding cubes. Charlie is hindering Dad in this game.,Charlie is placing the cubes in Dad’s way.,Charlie,Dad,cubes
101,helping_hindering,indirect,incongruent,Charlie and Dad are playing a game which requires them to score a goal while avoiding cubes. Charlie is helping Dad in this game.,Charlie is placing the cubes in Dad’s way.,Charlie,Dad,cubes
101,helping_hindering,indirect,incongruent,Charlie and Dad are playing a game which requires them to score a goal while avoiding cubes. Charlie is hindering Dad in this game.,Charlie is removing the cubes from Dad's way.,Charlie,Dad,cubes
102,helping_hindering,indirect,congruent,Charlie and Dad are playing a game which requires them to score a goal while avoiding spikes. Charlie is helping Dad in this game.,Charlie is removing the spikes from Dad's way.,Charlie,Dad,spikes
102,helping_hindering,indirect,congruent,Charlie and Dad are playing a game which requires them to score a goal while avoiding spikes. Charlie is hindering Dad in this game.,Charlie is placing the spikes in Dad’s way.,Charlie,Dad,spikes
102,helping_hindering,indirect,incongruent,Charlie and Dad are playing a game which requires them to score a goal while avoiding spikes. Charlie is helping Dad in this game.,Charlie is placing the spikes in Dad’s way.,Charlie,Dad,spikes
102,helping_hindering,indirect,incongruent,Charlie and Dad are playing a game which requires them to score a goal while avoiding spikes. Charlie is hindering Dad in this game.,Charlie is removing the spikes from Dad's way.,Charlie,Dad,spikes
103,helping_hindering,indirect,congruent,Charlie and Dad are playing a game which requires them to score a goal while avoiding daxes. Charlie is helping Dad in this game.,Charlie is removing the daxes from Dad's way.,Charlie,Dad,daxes
103,helping_hindering,indirect,congruent,Charlie and Dad are playing a game which requires them to score a goal while avoiding daxes. Charlie is hindering Dad in this game.,Charlie is placing the daxes in Dad’s way.,Charlie,Dad,daxes
103,helping_hindering,indirect,incongruent,Charlie and Dad are playing a game which requires them to score a goal while avoiding daxes. Charlie is helping Dad in this game.,Charlie is placing the daxes in Dad’s way.,Charlie,Dad,daxes
103,helping_hindering,indirect,incongruent,Charlie and Dad are playing a game which requires them to score a goal while avoiding daxes. Charlie is hindering Dad in this game.,Charlie is removing the daxes from Dad's way.,Charlie,Dad,daxes
104,helping_hindering,indirect,congruent,Charlie and Dad are playing a game which requires them to score a goal while avoiding blickets. Charlie is helping Dad in this game.,Charlie is removing the blickets from Dad's way.,Charlie,Dad,blickets
104,helping_hindering,indirect,congruent,Charlie and Dad are playing a game which requires them to score a goal while avoiding blickets. Charlie is hindering Dad in this game.,Charlie is placing the blickets in Dad’s way.,Charlie,Dad,blickets
104,helping_hindering,indirect,incongruent,Charlie and Dad are playing a game which requires them to score a goal while avoiding blickets. Charlie is helping Dad in this game.,Charlie is placing the blickets in Dad’s way.,Charlie,Dad,blickets
104,helping_hindering,indirect,incongruent,Charlie and Dad are playing a game which requires them to score a goal while avoiding blickets. Charlie is hindering Dad in this game.,Charlie is removing the blickets from Dad's way.,Charlie,Dad,blickets
105,helping_hindering,indirect,congruent,Barack Obama and Donald Trump are playing a game which requires them to score a goal while avoiding obstacles. Barack Obama is helping Donald Trump in this game.,Barack Obama is removing the obstacles from Donald Trump's way.,Barack Obama,Donald Trump,obstacles
105,helping_hindering,indirect,congruent,Barack Obama and Donald Trump are playing a game which requires them to score a goal while avoiding obstacles. Barack Obama is hindering Donald Trump in this game.,Barack Obama is placing the obstacles in Donald Trump’s way.,Barack Obama,Donald Trump,obstacles
105,helping_hindering,indirect,incongruent,Barack Obama and Donald Trump are playing a game which requires them to score a goal while avoiding obstacles. Barack Obama is helping Donald Trump in this game.,Barack Obama is placing the obstacles in Donald Trump’s way.,Barack Obama,Donald Trump,obstacles
105,helping_hindering,indirect,incongruent,Barack Obama and Donald Trump are playing a game which requires them to score a goal while avoiding obstacles. Barack Obama is hindering Donald Trump in this game.,Barack Obama is removing the obstacles from Donald Trump's way.,Barack Obama,Donald Trump,obstacles
106,helping_hindering,indirect,congruent,Barack Obama and Donald Trump are playing a game which requires them to score a goal while avoiding objects. Barack Obama is helping Donald Trump in this game.,Barack Obama is removing the objects from Donald Trump's way.,Barack Obama,Donald Trump,objects
106,helping_hindering,indirect,congruent,Barack Obama and Donald Trump are playing a game which requires them to score a goal while avoiding objects. Barack Obama is hindering Donald Trump in this game.,Barack Obama is placing the objects in Donald Trump’s way.,Barack Obama,Donald Trump,objects
106,helping_hindering,indirect,incongruent,Barack Obama and Donald Trump are playing a game which requires them to score a goal while avoiding objects. Barack Obama is helping Donald Trump in this game.,Barack Obama is placing the objects in Donald Trump’s way.,Barack Obama,Donald Trump,objects
106,helping_hindering,indirect,incongruent,Barack Obama and Donald Trump are playing a game which requires them to score a goal while avoiding objects. Barack Obama is hindering Donald Trump in this game.,Barack Obama is removing the objects from Donald Trump's way.,Barack Obama,Donald Trump,objects
107,helping_hindering,indirect,congruent,Barack Obama and Donald Trump are playing a game which requires them to score a goal while avoiding blocks. Barack Obama is helping Donald Trump in this game.,Barack Obama is removing the blocks from Donald Trump's way.,Barack Obama,Donald Trump,blocks
107,helping_hindering,indirect,congruent,Barack Obama and Donald Trump are playing a game which requires them to score a goal while avoiding blocks. Barack Obama is hindering Donald Trump in this game.,Barack Obama is placing the blocks in Donald Trump’s way.,Barack Obama,Donald Trump,blocks
107,helping_hindering,indirect,incongruent,Barack Obama and Donald Trump are playing a game which requires them to score a goal while avoiding blocks. Barack Obama is helping Donald Trump in this game.,Barack Obama is placing the blocks in Donald Trump’s way.,Barack Obama,Donald Trump,blocks
107,helping_hindering,indirect,incongruent,Barack Obama and Donald Trump are playing a game which requires them to score a goal while avoiding blocks. Barack Obama is hindering Donald Trump in this game.,Barack Obama is removing the blocks from Donald Trump's way.,Barack Obama,Donald Trump,blocks
108,helping_hindering,indirect,congruent,Barack Obama and Donald Trump are playing a game which requires them to score a goal while avoiding cubes. Barack Obama is helping Donald Trump in this game.,Barack Obama is removing the cubes from Donald Trump's way.,Barack Obama,Donald Trump,cubes
108,helping_hindering,indirect,congruent,Barack Obama and Donald Trump are playing a game which requires them to score a goal while avoiding cubes. Barack Obama is hindering Donald Trump in this game.,Barack Obama is placing the cubes in Donald Trump’s way.,Barack Obama,Donald Trump,cubes
108,helping_hindering,indirect,incongruent,Barack Obama and Donald Trump are playing a game which requires them to score a goal while avoiding cubes. Barack Obama is helping Donald Trump in this game.,Barack Obama is placing the cubes in Donald Trump’s way.,Barack Obama,Donald Trump,cubes
108,helping_hindering,indirect,incongruent,Barack Obama and Donald Trump are playing a game which requires them to score a goal while avoiding cubes. Barack Obama is hindering Donald Trump in this game.,Barack Obama is removing the cubes from Donald Trump's way.,Barack Obama,Donald Trump,cubes
109,helping_hindering,indirect,congruent,Barack Obama and Donald Trump are playing a game which requires them to score a goal while avoiding spikes. Barack Obama is helping Donald Trump in this game.,Barack Obama is removing the spikes from Donald Trump's way.,Barack Obama,Donald Trump,spikes
109,helping_hindering,indirect,congruent,Barack Obama and Donald Trump are playing a game which requires them to score a goal while avoiding spikes. Barack Obama is hindering Donald Trump in this game.,Barack Obama is placing the spikes in Donald Trump’s way.,Barack Obama,Donald Trump,spikes
109,helping_hindering,indirect,incongruent,Barack Obama and Donald Trump are playing a game which requires them to score a goal while avoiding spikes. Barack Obama is helping Donald Trump in this game.,Barack Obama is placing the spikes in Donald Trump’s way.,Barack Obama,Donald Trump,spikes
109,helping_hindering,indirect,incongruent,Barack Obama and Donald Trump are playing a game which requires them to score a goal while avoiding spikes. Barack Obama is hindering Donald Trump in this game.,Barack Obama is removing the spikes from Donald Trump's way.,Barack Obama,Donald Trump,spikes
110,helping_hindering,indirect,congruent,Barack Obama and Donald Trump are playing a game which requires them to score a goal while avoiding daxes. Barack Obama is helping Donald Trump in this game.,Barack Obama is removing the daxes from Donald Trump's way.,Barack Obama,Donald Trump,daxes
110,helping_hindering,indirect,congruent,Barack Obama and Donald Trump are playing a game which requires them to score a goal while avoiding daxes. Barack Obama is hindering Donald Trump in this game.,Barack Obama is placing the daxes in Donald Trump’s way.,Barack Obama,Donald Trump,daxes
110,helping_hindering,indirect,incongruent,Barack Obama and Donald Trump are playing a game which requires them to score a goal while avoiding daxes. Barack Obama is helping Donald Trump in this game.,Barack Obama is placing the daxes in Donald Trump’s way.,Barack Obama,Donald Trump,daxes
110,helping_hindering,indirect,incongruent,Barack Obama and Donald Trump are playing a game which requires them to score a goal while avoiding daxes. Barack Obama is hindering Donald Trump in this game.,Barack Obama is removing the daxes from Donald Trump's way.,Barack Obama,Donald Trump,daxes
111,helping_hindering,indirect,congruent,Barack Obama and Donald Trump are playing a game which requires them to score a goal while avoiding blickets. Barack Obama is helping Donald Trump in this game.,Barack Obama is removing the blickets from Donald Trump's way.,Barack Obama,Donald Trump,blickets
111,helping_hindering,indirect,congruent,Barack Obama and Donald Trump are playing a game which requires them to score a goal while avoiding blickets. Barack Obama is hindering Donald Trump in this game.,Barack Obama is placing the blickets in Donald Trump’s way.,Barack Obama,Donald Trump,blickets
111,helping_hindering,indirect,incongruent,Barack Obama and Donald Trump are playing a game which requires them to score a goal while avoiding blickets. Barack Obama is helping Donald Trump in this game.,Barack Obama is placing the blickets in Donald Trump’s way.,Barack Obama,Donald Trump,blickets
111,helping_hindering,indirect,incongruent,Barack Obama and Donald Trump are playing a game which requires them to score a goal while avoiding blickets. Barack Obama is hindering Donald Trump in this game.,Barack Obama is removing the blickets from Donald Trump's way.,Barack Obama,Donald Trump,blickets
112,helping_hindering,indirect,congruent,Barack Obama and Mom are playing a game which requires them to score a goal while avoiding obstacles. Barack Obama is helping Mom in this game.,Barack Obama is removing the obstacles from Mom's way.,Barack Obama,Mom,obstacles
112,helping_hindering,indirect,congruent,Barack Obama and Mom are playing a game which requires them to score a goal while avoiding obstacles. Barack Obama is hindering Mom in this game.,Barack Obama is placing the obstacles in Mom’s way.,Barack Obama,Mom,obstacles
112,helping_hindering,indirect,incongruent,Barack Obama and Mom are playing a game which requires them to score a goal while avoiding obstacles. Barack Obama is helping Mom in this game.,Barack Obama is placing the obstacles in Mom’s way.,Barack Obama,Mom,obstacles
112,helping_hindering,indirect,incongruent,Barack Obama and Mom are playing a game which requires them to score a goal while avoiding obstacles. Barack Obama is hindering Mom in this game.,Barack Obama is removing the obstacles from Mom's way.,Barack Obama,Mom,obstacles
113,helping_hindering,indirect,congruent,Barack Obama and Mom are playing a game which requires them to score a goal while avoiding objects. Barack Obama is helping Mom in this game.,Barack Obama is removing the objects from Mom's way.,Barack Obama,Mom,objects
113,helping_hindering,indirect,congruent,Barack Obama and Mom are playing a game which requires them to score a goal while avoiding objects. Barack Obama is hindering Mom in this game.,Barack Obama is placing the objects in Mom’s way.,Barack Obama,Mom,objects
113,helping_hindering,indirect,incongruent,Barack Obama and Mom are playing a game which requires them to score a goal while avoiding objects. Barack Obama is helping Mom in this game.,Barack Obama is placing the objects in Mom’s way.,Barack Obama,Mom,objects
113,helping_hindering,indirect,incongruent,Barack Obama and Mom are playing a game which requires them to score a goal while avoiding objects. Barack Obama is hindering Mom in this game.,Barack Obama is removing the objects from Mom's way.,Barack Obama,Mom,objects
114,helping_hindering,indirect,congruent,Barack Obama and Mom are playing a game which requires them to score a goal while avoiding blocks. Barack Obama is helping Mom in this game.,Barack Obama is removing the blocks from Mom's way.,Barack Obama,Mom,blocks
114,helping_hindering,indirect,congruent,Barack Obama and Mom are playing a game which requires them to score a goal while avoiding blocks. Barack Obama is hindering Mom in this game.,Barack Obama is placing the blocks in Mom’s way.,Barack Obama,Mom,blocks
114,helping_hindering,indirect,incongruent,Barack Obama and Mom are playing a game which requires them to score a goal while avoiding blocks. Barack Obama is helping Mom in this game.,Barack Obama is placing the blocks in Mom’s way.,Barack Obama,Mom,blocks
114,helping_hindering,indirect,incongruent,Barack Obama and Mom are playing a game which requires them to score a goal while avoiding blocks. Barack Obama is hindering Mom in this game.,Barack Obama is removing the blocks from Mom's way.,Barack Obama,Mom,blocks
115,helping_hindering,indirect,congruent,Barack Obama and Mom are playing a game which requires them to score a goal while avoiding cubes. Barack Obama is helping Mom in this game.,Barack Obama is removing the cubes from Mom's way.,Barack Obama,Mom,cubes
115,helping_hindering,indirect,congruent,Barack Obama and Mom are playing a game which requires them to score a goal while avoiding cubes. Barack Obama is hindering Mom in this game.,Barack Obama is placing the cubes in Mom’s way.,Barack Obama,Mom,cubes
115,helping_hindering,indirect,incongruent,Barack Obama and Mom are playing a game which requires them to score a goal while avoiding cubes. Barack Obama is helping Mom in this game.,Barack Obama is placing the cubes in Mom’s way.,Barack Obama,Mom,cubes
115,helping_hindering,indirect,incongruent,Barack Obama and Mom are playing a game which requires them to score a goal while avoiding cubes. Barack Obama is hindering Mom in this game.,Barack Obama is removing the cubes from Mom's way.,Barack Obama,Mom,cubes
