item,stim_classname,directness,condition,context,target,subject1,subject2
40,respecting_insulting,direct,incongruent,Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is insulting Dad.,Donald Trump is being considerate towards Dad.,Donald Trump,Dad
41,respecting_insulting,direct,congruent,Mom and Dad are sitting at a table having a conversation. Mom is respecting Dad.,Mom is being considerate towards Dad.,Mom,Dad
41,respecting_insulting,direct,congruent,Mom and Dad are sitting at a table having a conversation. Mom is insulting Dad.,Mom is saying hurtful things about Dad.,Mom,Dad
41,respecting_insulting,direct,incongruent,Mom and Dad are sitting at a table having a conversation. Mom is respecting Dad.,Mom is saying hurtful things about Dad.,Mom,Dad
41,respecting_insulting,direct,incongruent,Mom and Dad are sitting at a table having a conversation. Mom is insulting Dad.,Mom is being considerate towards Dad.,Mom,Dad
0,teasing_comforting,indirect,congruent,Alice and Bob are sitting at a table having a conversation. Alice is teasing Bob.,Alice is playfully mentioning an embarrassing thing that Bob did.,Alice,Bob
0,teasing_comforting,indirect,congruent,Alice and Bob are sitting at a table having a conversation. Alice is comforting Bob.,Alice is patting Bob on the shoulder as Bob cries.,Alice,Bob
0,teasing_comforting,indirect,incongruent,Alice and Bob are sitting at a table having a conversation. Alice is teasing Bob.,Alice is patting Bob on the shoulder as Bob cries.,Alice,Bob
0,teasing_comforting,indirect,incongruent,Alice and Bob are sitting at a table having a conversation. Alice is comforting Bob.,Alice is playfully mentioning an embarrassing thing that Bob did.,Alice,Bob
1,teasing_comforting,indirect,congruent,Alice and Charlie are sitting at a table having a conversation. Alice is teasing Charlie.,Alice is playfully mentioning an embarrassing thing that Charlie did.,Alice,Charlie
1,teasing_comforting,indirect,congruent,Alice and Charlie are sitting at a table having a conversation. Alice is comforting Charlie.,Alice is patting Charlie on the shoulder as Charlie cries.,Alice,Charlie
1,teasing_comforting,indirect,incongruent,Alice and Charlie are sitting at a table having a conversation. Alice is teasing Charlie.,Alice is patting Charlie on the shoulder as Charlie cries.,Alice,Charlie
1,teasing_comforting,indirect,incongruent,Alice and Charlie are sitting at a table having a conversation. Alice is comforting Charlie.,Alice is playfully mentioning an embarrassing thing that Charlie did.,Alice,Charlie
2,teasing_comforting,indirect,congruent,Alice and Barack Obama are sitting at a table having a conversation. Alice is teasing Barack Obama.,Alice is playfully mentioning an embarrassing thing that Barack Obama did.,Alice,Barack Obama
2,teasing_comforting,indirect,congruent,Alice and Barack Obama are sitting at a table having a conversation. Alice is comforting Barack Obama.,Alice is patting Barack Obama on the shoulder as Barack Obama cries.,Alice,Barack Obama
2,teasing_comforting,indirect,incongruent,Alice and Barack Obama are sitting at a table having a conversation. Alice is teasing Barack Obama.,Alice is patting Barack Obama on the shoulder as Barack Obama cries.,Alice,Barack Obama
2,teasing_comforting,indirect,incongruent,Alice and Barack Obama are sitting at a table having a conversation. Alice is comforting Barack Obama.,Alice is playfully mentioning an embarrassing thing that Barack Obama did.,Alice,Barack Obama
3,teasing_comforting,indirect,congruent,Alice and Donald Trump are sitting at a table having a conversation. Alice is teasing Donald Trump.,Alice is playfully mentioning an embarrassing thing that Donald Trump did.,Alice,Donald Trump
3,teasing_comforting,indirect,congruent,Alice and Donald Trump are sitting at a table having a conversation. Alice is comforting Donald Trump.,Alice is patting Donald Trump on the shoulder as Donald Trump cries.,Alice,Donald Trump
3,teasing_comforting,indirect,incongruent,Alice and Donald Trump are sitting at a table having a conversation. Alice is teasing Donald Trump.,Alice is patting Donald Trump on the shoulder as Donald Trump cries.,Alice,Donald Trump
3,teasing_comforting,indirect,incongruent,Alice and Donald Trump are sitting at a table having a conversation. Alice is comforting Donald Trump.,Alice is playfully mentioning an embarrassing thing that Donald Trump did.,Alice,Donald Trump
4,teasing_comforting,indirect,congruent,Alice and Mom are sitting at a table having a conversation. Alice is teasing Mom.,Alice is playfully mentioning an embarrassing thing that Mom did.,Alice,Mom
4,teasing_comforting,indirect,congruent,Alice and Mom are sitting at a table having a conversation. Alice is comforting Mom.,Alice is patting Mom on the shoulder as Mom cries.,Alice,Mom
4,teasing_comforting,indirect,incongruent,Alice and Mom are sitting at a table having a conversation. Alice is teasing Mom.,Alice is patting Mom on the shoulder as Mom cries.,Alice,Mom
4,teasing_comforting,indirect,incongruent,Alice and Mom are sitting at a table having a conversation. Alice is comforting Mom.,Alice is playfully mentioning an embarrassing thing that Mom did.,Alice,Mom
5,teasing_comforting,indirect,congruent,Alice and Dad are sitting at a table having a conversation. Alice is teasing Dad.,Alice is playfully mentioning an embarrassing thing that Dad did.,Alice,Dad
5,teasing_comforting,indirect,congruent,Alice and Dad are sitting at a table having a conversation. Alice is comforting Dad.,Alice is patting Dad on the shoulder as Dad cries.,Alice,Dad
5,teasing_comforting,indirect,incongruent,Alice and Dad are sitting at a table having a conversation. Alice is teasing Dad.,Alice is patting Dad on the shoulder as Dad cries.,Alice,Dad
5,teasing_comforting,indirect,incongruent,Alice and Dad are sitting at a table having a conversation. Alice is comforting Dad.,Alice is playfully mentioning an embarrassing thing that Dad did.,Alice,Dad
6,teasing_comforting,indirect,congruent,Bob and Charlie are sitting at a table having a conversation. Bob is teasing Charlie.,Bob is playfully mentioning an embarrassing thing that Charlie did.,Bob,Charlie
6,teasing_comforting,indirect,congruent,Bob and Charlie are sitting at a table having a conversation. Bob is comforting Charlie.,Bob is patting Charlie on the shoulder as Charlie cries.,Bob,Charlie
6,teasing_comforting,indirect,incongruent,Bob and Charlie are sitting at a table having a conversation. Bob is teasing Charlie.,Bob is patting Charlie on the shoulder as Charlie cries.,Bob,Charlie
6,teasing_comforting,indirect,incongruent,Bob and Charlie are sitting at a table having a conversation. Bob is comforting Charlie.,Bob is playfully mentioning an embarrassing thing that Charlie did.,Bob,Charlie
7,teasing_comforting,indirect,congruent,Bob and Barack Obama are sitting at a table having a conversation. Bob is teasing Barack Obama.,Bob is playfully mentioning an embarrassing thing that Barack Obama did.,Bob,Barack Obama
7,teasing_comforting,indirect,congruent,Bob and Barack Obama are sitting at a table having a conversation. Bob is comforting Barack Obama.,Bob is patting Barack Obama on the shoulder as Barack Obama cries.,Bob,Barack Obama
7,teasing_comforting,indirect,incongruent,Bob and Barack Obama are sitting at a table having a conversation. Bob is teasing Barack Obama.,Bob is patting Barack Obama on the shoulder as Barack Obama cries.,Bob,Barack Obama
7,teasing_comforting,indirect,incongruent,Bob and Barack Obama are sitting at a table having a conversation. Bob is comforting Barack Obama.,Bob is playfully mentioning an embarrassing thing that Barack Obama did.,Bob,Barack Obama
8,teasing_comforting,indirect,congruent,Bob and Donald Trump are sitting at a table having a conversation. Bob is teasing Donald Trump.,Bob is playfully mentioning an embarrassing thing that Donald Trump did.,Bob,Donald Trump
8,teasing_comforting,indirect,congruent,Bob and Donald Trump are sitting at a table having a conversation. Bob is comforting Donald Trump.,Bob is patting Donald Trump on the shoulder as Donald Trump cries.,Bob,Donald Trump
8,teasing_comforting,indirect,incongruent,Bob and Donald Trump are sitting at a table having a conversation. Bob is teasing Donald Trump.,Bob is patting Donald Trump on the shoulder as Donald Trump cries.,Bob,Donald Trump
8,teasing_comforting,indirect,incongruent,Bob and Donald Trump are sitting at a table having a conversation. Bob is comforting Donald Trump.,Bob is playfully mentioning an embarrassing thing that Donald Trump did.,Bob,Donald Trump
9,teasing_comforting,indirect,congruent,Bob and Mom are sitting at a table having a conversation. Bob is teasing Mom.,Bob is playfully mentioning an embarrassing thing that Mom did.,Bob,Mom
9,teasing_comforting,indirect,congruent,Bob and Mom are sitting at a table having a conversation. Bob is comforting Mom.,Bob is patting Mom on the shoulder as Mom cries.,Bob,Mom
9,teasing_comforting,indirect,incongruent,Bob and Mom are sitting at a table having a conversation. Bob is teasing Mom.,Bob is patting Mom on the shoulder as Mom cries.,Bob,Mom
9,teasing_comforting,indirect,incongruent,Bob and Mom are sitting at a table having a conversation. Bob is comforting Mom.,Bob is playfully mentioning an embarrassing thing that Mom did.,Bob,Mom
10,teasing_comforting,indirect,congruent,Bob and Dad are sitting at a table having a conversation. Bob is teasing Dad.,Bob is playfully mentioning an embarrassing thing that Dad did.,Bob,Dad
10,teasing_comforting,indirect,congruent,Bob and Dad are sitting at a table having a conversation. Bob is comforting Dad.,Bob is patting Dad on the shoulder as Dad cries.,Bob,Dad
10,teasing_comforting,indirect,incongruent,Bob and Dad are sitting at a table having a conversation. Bob is teasing Dad.,Bob is patting Dad on the shoulder as Dad cries.,Bob,Dad
10,teasing_comforting,indirect,incongruent,Bob and Dad are sitting at a table having a conversation. Bob is comforting Dad.,Bob is playfully mentioning an embarrassing thing that Dad did.,Bob,Dad
11,teasing_comforting,indirect,congruent,Charlie and Barack Obama are sitting at a table having a conversation. Charlie is teasing Barack Obama.,Charlie is playfully mentioning an embarrassing thing that Barack Obama did.,Charlie,Barack Obama
11,teasing_comforting,indirect,congruent,Charlie and Barack Obama are sitting at a table having a conversation. Charlie is comforting Barack Obama.,Charlie is patting Barack Obama on the shoulder as Barack Obama cries.,Charlie,Barack Obama
11,teasing_comforting,indirect,incongruent,Charlie and Barack Obama are sitting at a table having a conversation. Charlie is teasing Barack Obama.,Charlie is patting Barack Obama on the shoulder as Barack Obama cries.,Charlie,Barack Obama
11,teasing_comforting,indirect,incongruent,Charlie and Barack Obama are sitting at a table having a conversation. Charlie is comforting Barack Obama.,Charlie is playfully mentioning an embarrassing thing that Barack Obama did.,Charlie,Barack Obama
12,teasing_comforting,indirect,congruent,Charlie and Donald Trump are sitting at a table having a conversation. Charlie is teasing Donald Trump.,Charlie is playfully mentioning an embarrassing thing that Donald Trump did.,Charlie,Donald Trump
12,teasing_comforting,indirect,congruent,Charlie and Donald Trump are sitting at a table having a conversation. Charlie is comforting Donald Trump.,Charlie is patting Donald Trump on the shoulder as Donald Trump cries.,Charlie,Donald Trump
12,teasing_comforting,indirect,incongruent,Charlie and Donald Trump are sitting at a table having a conversation. Charlie is teasing Donald Trump.,Charlie is patting Donald Trump on the shoulder as Donald Trump cries.,Charlie,Donald Trump
12,teasing_comforting,indirect,incongruent,Charlie and Donald Trump are sitting at a table having a conversation. Charlie is comforting Donald Trump.,Charlie is playfully mentioning an embarrassing thing that Donald Trump did.,Charlie,Donald Trump
13,teasing_comforting,indirect,congruent,Charlie and Mom are sitting at a table having a conversation. Charlie is teasing Mom.,Charlie is playfully mentioning an embarrassing thing that Mom did.,Charlie,Mom
13,teasing_comforting,indirect,congruent,Charlie and Mom are sitting at a table having a conversation. Charlie is comforting Mom.,Charlie is patting Mom on the shoulder as Mom cries.,Charlie,Mom
13,teasing_comforting,indirect,incongruent,Charlie and Mom are sitting at a table having a conversation. Charlie is teasing Mom.,Charlie is patting Mom on the shoulder as Mom cries.,Charlie,Mom
13,teasing_comforting,indirect,incongruent,Charlie and Mom are sitting at a table having a conversation. Charlie is comforting Mom.,Charlie is playfully mentioning an embarrassing thing that Mom did.,Charlie,Mom
14,teasing_comforting,indirect,congruent,Charlie and Dad are sitting at a table having a conversation. Charlie is teasing Dad.,Charlie is playfully mentioning an embarrassing thing that Dad did.,Charlie,Dad
14,teasing_comforting,indirect,congruent,Charlie and Dad are sitting at a table having a conversation. Charlie is comforting Dad.,Charlie is patting Dad on the shoulder as Dad cries.,Charlie,Dad
14,teasing_comforting,indirect,incongruent,Charlie and Dad are sitting at a table having a conversation. Charlie is teasing Dad.,Charlie is patting Dad on the shoulder as Dad cries.,Charlie,Dad
14,teasing_comforting,indirect,incongruent,Charlie and Dad are sitting at a table having a conversation. Charlie is comforting Dad.,Charlie is playfully mentioning an embarrassing thing that Dad did.,Charlie,Dad
15,teasing_comforting,indirect,congruent,Barack Obama and Donald Trump are sitting at a table having a conversation. Barack Obama is teasing Donald Trump.,Barack Obama is playfully mentioning an embarrassing thing that Donald Trump did.,Barack Obama,Donald Trump
15,teasing_comforting,indirect,congruent,Barack Obama and Donald Trump are sitting at a table having a conversation. Barack Obama is comforting Donald Trump.,Barack Obama is patting Donald Trump on the shoulder as Donald Trump cries.,Barack Obama,Donald Trump
15,teasing_comforting,indirect,incongruent,Barack Obama and Donald Trump are sitting at a table having a conversation. Barack Obama is teasing Donald Trump.,Barack Obama is patting Donald Trump on the shoulder as Donald Trump cries.,Barack Obama,Donald Trump
15,teasing_comforting,indirect,incongruent,Barack Obama and Donald Trump are sitting at a table having a conversation. Barack Obama is comforting Donald Trump.,Barack Obama is playfully mentioning an embarrassing thing that Donald Trump did.,Barack Obama,Donald Trump
16,teasing_comforting,indirect,congruent,Barack Obama and Mom are sitting at a table having a conversation. Barack Obama is teasing Mom.,Barack Obama is playfully mentioning an embarrassing thing that Mom did.,Barack Obama,Mom
16,teasing_comforting,indirect,congruent,Barack Obama and Mom are sitting at a table having a conversation. Barack Obama is comforting Mom.,Barack Obama is patting Mom on the shoulder as Mom cries.,Barack Obama,Mom
16,teasing_comforting,indirect,incongruent,Barack Obama and Mom are sitting at a table having a conversation. Barack Obama is teasing Mom.,Barack Obama is patting Mom on the shoulder as Mom cries.,Barack Obama,Mom
16,teasing_comforting,indirect,incongruent,Barack Obama and Mom are sitting at a table having a conversation. Barack Obama is comforting Mom.,Barack Obama is playfully mentioning an embarrassing thing that Mom did.,Barack Obama,Mom
17,teasing_comforting,indirect,congruent,Barack Obama and Dad are sitting at a table having a conversation. Barack Obama is teasing Dad.,Barack Obama is playfully mentioning an embarrassing thing that Dad did.,Barack Obama,Dad
17,teasing_comforting,indirect,congruent,Barack Obama and Dad are sitting at a table having a conversation. Barack Obama is comforting Dad.,Barack Obama is patting Dad on the shoulder as Dad cries.,Barack Obama,Dad
17,teasing_comforting,indirect,incongruent,Barack Obama and Dad are sitting at a table having a conversation. Barack Obama is teasing Dad.,Barack Obama is patting Dad on the shoulder as Dad cries.,Barack Obama,Dad
17,teasing_comforting,indirect,incongruent,Barack Obama and Dad are sitting at a table having a conversation. Barack Obama is comforting Dad.,Barack Obama is playfully mentioning an embarrassing thing that Dad did.,Barack Obama,Dad
18,teasing_comforting,indirect,congruent,Donald Trump and Mom are sitting at a table having a conversation. Donald Trump is teasing Mom.,Donald Trump is playfully mentioning an embarrassing thing that Mom did.,Donald Trump,Mom
18,teasing_comforting,indirect,congruent,Donald Trump and Mom are sitting at a table having a conversation. Donald Trump is comforting Mom.,Donald Trump is patting Mom on the shoulder as Mom cries.,Donald Trump,Mom
18,teasing_comforting,indirect,incongruent,Donald Trump and Mom are sitting at a table having a conversation. Donald Trump is teasing Mom.,Donald Trump is patting Mom on the shoulder as Mom cries.,Donald Trump,Mom
18,teasing_comforting,indirect,incongruent,Donald Trump and Mom are sitting at a table having a conversation. Donald Trump is comforting Mom.,Donald Trump is playfully mentioning an embarrassing thing that Mom did.,Donald Trump,Mom
19,teasing_comforting,indirect,congruent,Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is teasing Dad.,Donald Trump is playfully mentioning an embarrassing thing that Dad did.,Donald Trump,Dad
19,teasing_comforting,indirect,congruent,Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is comforting Dad.,Donald Trump is patting Dad on the shoulder as Dad cries.,Donald Trump,Dad
19,teasing_comforting,indirect,incongruent,Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is teasing Dad.,Donald Trump is patting Dad on the shoulder as Dad cries.,Donald Trump,Dad
19,teasing_comforting,indirect,incongruent,Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is comforting Dad.,Donald Trump is playfully mentioning an embarrassing thing that Dad did.,Donald Trump,Dad
20,teasing_comforting,indirect,congruent,Mom and Dad are sitting at a table having a conversation. Mom is teasing Dad.,Mom is playfully mentioning an embarrassing thing that Dad did.,Mom,Dad
20,teasing_comforting,indirect,congruent,Mom and Dad are sitting at a table having a conversation. Mom is comforting Dad.,Mom is patting Dad on the shoulder as Dad cries.,Mom,Dad
20,teasing_comforting,indirect,incongruent,Mom and Dad are sitting at a table having a conversation. Mom is teasing Dad.,Mom is patting Dad on the shoulder as Dad cries.,Mom,Dad
20,teasing_comforting,indirect,incongruent,Mom and Dad are sitting at a table having a conversation. Mom is comforting Dad.,Mom is playfully mentioning an embarrassing thing that Dad did.,Mom,Dad
21,teasing_comforting,direct,congruent,Alice and Bob are sitting at a table having a conversation. Alice is teasing Bob.,Alice is making light-hearted jokes at Bob’s expense.,Alice,Bob
21,teasing_comforting,direct,congruent,Alice and Bob are sitting at a table having a conversation. Alice is comforting Bob.,Alice is trying to make Bob feel better.,Alice,Bob
21,teasing_comforting,direct,incongruent,Alice and Bob are sitting at a table having a conversation. Alice is teasing Bob.,Alice is trying to make Bob feel better.,Alice,Bob
21,teasing_comforting,direct,incongruent,Alice and Bob are sitting at a table having a conversation. Alice is comforting Bob.,Alice is making light-hearted jokes at Bob’s expense.,Alice,Bob
22,teasing_comforting,direct,congruent,Alice and Charlie are sitting at a table having a conversation. Alice is teasing Charlie.,Alice is making light-hearted jokes at Charlie’s expense.,Alice,Charlie
22,teasing_comforting,direct,congruent,Alice and Charlie are sitting at a table having a conversation. Alice is comforting Charlie.,Alice is trying to make Charlie feel better.,Alice,Charlie
22,teasing_comforting,direct,incongruent,Alice and Charlie are sitting at a table having a conversation. Alice is teasing Charlie.,Alice is trying to make Charlie feel better.,Alice,Charlie
22,teasing_comforting,direct,incongruent,Alice and Charlie are sitting at a table having a conversation. Alice is comforting Charlie.,Alice is making light-hearted jokes at Charlie’s expense.,Alice,Charlie
23,teasing_comforting,direct,congruent,Alice and Barack Obama are sitting at a table having a conversation. Alice is teasing Barack Obama.,Alice is making light-hearted jokes at Barack Obama’s expense.,Alice,Barack Obama
23,teasing_comforting,direct,congruent,Alice and Barack Obama are sitting at a table having a conversation. Alice is comforting Barack Obama.,Alice is trying to make Barack Obama feel better.,Alice,Barack Obama
23,teasing_comforting,direct,incongruent,Alice and Barack Obama are sitting at a table having a conversation. Alice is teasing Barack Obama.,Alice is trying to make Barack Obama feel better.,Alice,Barack Obama
23,teasing_comforting,direct,incongruent,Alice and Barack Obama are sitting at a table having a conversation. Alice is comforting Barack Obama.,Alice is making light-hearted jokes at Barack Obama’s expense.,Alice,Barack Obama
24,teasing_comforting,direct,congruent,Alice and Donald Trump are sitting at a table having a conversation. Alice is teasing Donald Trump.,Alice is making light-hearted jokes at Donald Trump’s expense.,Alice,Donald Trump
24,teasing_comforting,direct,congruent,Alice and Donald Trump are sitting at a table having a conversation. Alice is comforting Donald Trump.,Alice is trying to make Donald Trump feel better.,Alice,Donald Trump
24,teasing_comforting,direct,incongruent,Alice and Donald Trump are sitting at a table having a conversation. Alice is teasing Donald Trump.,Alice is trying to make Donald Trump feel better.,Alice,Donald Trump
24,teasing_comforting,direct,incongruent,Alice and Donald Trump are sitting at a table having a conversation. Alice is comforting Donald Trump.,Alice is making light-hearted jokes at Donald Trump’s expense.,Alice,Donald Trump
25,teasing_comforting,direct,congruent,Alice and Mom are sitting at a table having a conversation. Alice is teasing Mom.,Alice is making light-hearted jokes at Mom’s expense.,Alice,Mom
25,teasing_comforting,direct,congruent,Alice and Mom are sitting at a table having a conversation. Alice is comforting Mom.,Alice is trying to make Mom feel better.,Alice,Mom
25,teasing_comforting,direct,incongruent,Alice and Mom are sitting at a table having a conversation. Alice is teasing Mom.,Alice is trying to make Mom feel better.,Alice,Mom
25,teasing_comforting,direct,incongruent,Alice and Mom are sitting at a table having a conversation. Alice is comforting Mom.,Alice is making light-hearted jokes at Mom’s expense.,Alice,Mom
26,teasing_comforting,direct,congruent,Alice and Dad are sitting at a table having a conversation. Alice is teasing Dad.,Alice is making light-hearted jokes at Dad’s expense.,Alice,Dad
26,teasing_comforting,direct,congruent,Alice and Dad are sitting at a table having a conversation. Alice is comforting Dad.,Alice is trying to make Dad feel better.,Alice,Dad
26,teasing_comforting,direct,incongruent,Alice and Dad are sitting at a table having a conversation. Alice is teasing Dad.,Alice is trying to make Dad feel better.,Alice,Dad
26,teasing_comforting,direct,incongruent,Alice and Dad are sitting at a table having a conversation. Alice is comforting Dad.,Alice is making light-hearted jokes at Dad’s expense.,Alice,Dad
27,teasing_comforting,direct,congruent,Bob and Charlie are sitting at a table having a conversation. Bob is teasing Charlie.,Bob is making light-hearted jokes at Charlie’s expense.,Bob,Charlie
27,teasing_comforting,direct,congruent,Bob and Charlie are sitting at a table having a conversation. Bob is comforting Charlie.,Bob is trying to make Charlie feel better.,Bob,Charlie
27,teasing_comforting,direct,incongruent,Bob and Charlie are sitting at a table having a conversation. Bob is teasing Charlie.,Bob is trying to make Charlie feel better.,Bob,Charlie
27,teasing_comforting,direct,incongruent,Bob and Charlie are sitting at a table having a conversation. Bob is comforting Charlie.,Bob is making light-hearted jokes at Charlie’s expense.,Bob,Charlie
28,teasing_comforting,direct,congruent,Bob and Barack Obama are sitting at a table having a conversation. Bob is teasing Barack Obama.,Bob is making light-hearted jokes at Barack Obama’s expense.,Bob,Barack Obama
28,teasing_comforting,direct,congruent,Bob and Barack Obama are sitting at a table having a conversation. Bob is comforting Barack Obama.,Bob is trying to make Barack Obama feel better.,Bob,Barack Obama
28,teasing_comforting,direct,incongruent,Bob and Barack Obama are sitting at a table having a conversation. Bob is teasing Barack Obama.,Bob is trying to make Barack Obama feel better.,Bob,Barack Obama
28,teasing_comforting,direct,incongruent,Bob and Barack Obama are sitting at a table having a conversation. Bob is comforting Barack Obama.,Bob is making light-hearted jokes at Barack Obama’s expense.,Bob,Barack Obama
29,teasing_comforting,direct,congruent,Bob and Donald Trump are sitting at a table having a conversation. Bob is teasing Donald Trump.,Bob is making light-hearted jokes at Donald Trump’s expense.,Bob,Donald Trump
29,teasing_comforting,direct,congruent,Bob and Donald Trump are sitting at a table having a conversation. Bob is comforting Donald Trump.,Bob is trying to make Donald Trump feel better.,Bob,Donald Trump
29,teasing_comforting,direct,incongruent,Bob and Donald Trump are sitting at a table having a conversation. Bob is teasing Donald Trump.,Bob is trying to make Donald Trump feel better.,Bob,Donald Trump
29,teasing_comforting,direct,incongruent,Bob and Donald Trump are sitting at a table having a conversation. Bob is comforting Donald Trump.,Bob is making light-hearted jokes at Donald Trump’s expense.,Bob,Donald Trump
30,teasing_comforting,direct,congruent,Bob and Mom are sitting at a table having a conversation. Bob is teasing Mom.,Bob is making light-hearted jokes at Mom’s expense.,Bob,Mom
30,teasing_comforting,direct,congruent,Bob and Mom are sitting at a table having a conversation. Bob is comforting Mom.,Bob is trying to make Mom feel better.,Bob,Mom
30,teasing_comforting,direct,incongruent,Bob and Mom are sitting at a table having a conversation. Bob is teasing Mom.,Bob is trying to make Mom feel better.,Bob,Mom
30,teasing_comforting,direct,incongruent,Bob and Mom are sitting at a table having a conversation. Bob is comforting Mom.,Bob is making light-hearted jokes at Mom’s expense.,Bob,Mom
31,teasing_comforting,direct,congruent,Bob and Dad are sitting at a table having a conversation. Bob is teasing Dad.,Bob is making light-hearted jokes at Dad’s expense.,Bob,Dad
31,teasing_comforting,direct,congruent,Bob and Dad are sitting at a table having a conversation. Bob is comforting Dad.,Bob is trying to make Dad feel better.,Bob,Dad
31,teasing_comforting,direct,incongruent,Bob and Dad are sitting at a table having a conversation. Bob is teasing Dad.,Bob is trying to make Dad feel better.,Bob,Dad
31,teasing_comforting,direct,incongruent,Bob and Dad are sitting at a table having a conversation. Bob is comforting Dad.,Bob is making light-hearted jokes at Dad’s expense.,Bob,Dad
32,teasing_comforting,direct,congruent,Charlie and Barack Obama are sitting at a table having a conversation. Charlie is teasing Barack Obama.,Charlie is making light-hearted jokes at Barack Obama’s expense.,Charlie,Barack Obama
32,teasing_comforting,direct,congruent,Charlie and Barack Obama are sitting at a table having a conversation. Charlie is comforting Barack Obama.,Charlie is trying to make Barack Obama feel better.,Charlie,Barack Obama
32,teasing_comforting,direct,incongruent,Charlie and Barack Obama are sitting at a table having a conversation. Charlie is teasing Barack Obama.,Charlie is trying to make Barack Obama feel better.,Charlie,Barack Obama
32,teasing_comforting,direct,incongruent,Charlie and Barack Obama are sitting at a table having a conversation. Charlie is comforting Barack Obama.,Charlie is making light-hearted jokes at Barack Obama’s expense.,Charlie,Barack Obama
33,teasing_comforting,direct,congruent,Charlie and Donald Trump are sitting at a table having a conversation. Charlie is teasing Donald Trump.,Charlie is making light-hearted jokes at Donald Trump’s expense.,Charlie,Donald Trump
33,teasing_comforting,direct,congruent,Charlie and Donald Trump are sitting at a table having a conversation. Charlie is comforting Donald Trump.,Charlie is trying to make Donald Trump feel better.,Charlie,Donald Trump
33,teasing_comforting,direct,incongruent,Charlie and Donald Trump are sitting at a table having a conversation. Charlie is teasing Donald Trump.,Charlie is trying to make Donald Trump feel better.,Charlie,Donald Trump
33,teasing_comforting,direct,incongruent,Charlie and Donald Trump are sitting at a table having a conversation. Charlie is comforting Donald Trump.,Charlie is making light-hearted jokes at Donald Trump’s expense.,Charlie,Donald Trump
34,teasing_comforting,direct,congruent,Charlie and Mom are sitting at a table having a conversation. Charlie is teasing Mom.,Charlie is making light-hearted jokes at Mom’s expense.,Charlie,Mom
34,teasing_comforting,direct,congruent,Charlie and Mom are sitting at a table having a conversation. Charlie is comforting Mom.,Charlie is trying to make Mom feel better.,Charlie,Mom
34,teasing_comforting,direct,incongruent,Charlie and Mom are sitting at a table having a conversation. Charlie is teasing Mom.,Charlie is trying to make Mom feel better.,Charlie,Mom
34,teasing_comforting,direct,incongruent,Charlie and Mom are sitting at a table having a conversation. Charlie is comforting Mom.,Charlie is making light-hearted jokes at Mom’s expense.,Charlie,Mom
35,teasing_comforting,direct,congruent,Charlie and Dad are sitting at a table having a conversation. Charlie is teasing Dad.,Charlie is making light-hearted jokes at Dad’s expense.,Charlie,Dad
35,teasing_comforting,direct,congruent,Charlie and Dad are sitting at a table having a conversation. Charlie is comforting Dad.,Charlie is trying to make Dad feel better.,Charlie,Dad
35,teasing_comforting,direct,incongruent,Charlie and Dad are sitting at a table having a conversation. Charlie is teasing Dad.,Charlie is trying to make Dad feel better.,Charlie,Dad
35,teasing_comforting,direct,incongruent,Charlie and Dad are sitting at a table having a conversation. Charlie is comforting Dad.,Charlie is making light-hearted jokes at Dad’s expense.,Charlie,Dad
36,teasing_comforting,direct,congruent,Barack Obama and Donald Trump are sitting at a table having a conversation. Barack Obama is teasing Donald Trump.,Barack Obama is making light-hearted jokes at Donald Trump’s expense.,Barack Obama,Donald Trump
36,teasing_comforting,direct,congruent,Barack Obama and Donald Trump are sitting at a table having a conversation. Barack Obama is comforting Donald Trump.,Barack Obama is trying to make Donald Trump feel better.,Barack Obama,Donald Trump
36,teasing_comforting,direct,incongruent,Barack Obama and Donald Trump are sitting at a table having a conversation. Barack Obama is teasing Donald Trump.,Barack Obama is trying to make Donald Trump feel better.,Barack Obama,Donald Trump
36,teasing_comforting,direct,incongruent,Barack Obama and Donald Trump are sitting at a table having a conversation. Barack Obama is comforting Donald Trump.,Barack Obama is making light-hearted jokes at Donald Trump’s expense.,Barack Obama,Donald Trump
37,teasing_comforting,direct,congruent,Barack Obama and Mom are sitting at a table having a conversation. Barack Obama is teasing Mom.,Barack Obama is making light-hearted jokes at Mom’s expense.,Barack Obama,Mom
37,teasing_comforting,direct,congruent,Barack Obama and Mom are sitting at a table having a conversation. Barack Obama is comforting Mom.,Barack Obama is trying to make Mom feel better.,Barack Obama,Mom
37,teasing_comforting,direct,incongruent,Barack Obama and Mom are sitting at a table having a conversation. Barack Obama is teasing Mom.,Barack Obama is trying to make Mom feel better.,Barack Obama,Mom
37,teasing_comforting,direct,incongruent,Barack Obama and Mom are sitting at a table having a conversation. Barack Obama is comforting Mom.,Barack Obama is making light-hearted jokes at Mom’s expense.,Barack Obama,Mom
38,teasing_comforting,direct,congruent,Barack Obama and Dad are sitting at a table having a conversation. Barack Obama is teasing Dad.,Barack Obama is making light-hearted jokes at Dad’s expense.,Barack Obama,Dad
